degraded_image,degradation_type,reference_image,source_reference_path
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/290_img__lowlight.png,low_light,290_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/290_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/290_img__blur.png,blur,290_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/290_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/292_img__blue.png,blue_cast,292_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/292_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/292_img__green.png,green_cast,292_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/292_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/292_img__lowlight.png,low_light,292_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/292_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/292_img__blur.png,blur,292_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/292_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/293_img__blue.png,blue_cast,293_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/293_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/293_img__green.png,green_cast,293_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/293_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/293_img__lowlight.png,low_light,293_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/293_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/293_img__blur.png,blur,293_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/293_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/294_img__blue.png,blue_cast,294_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/294_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/294_img__green.png,green_cast,294_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/294_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/294_img__lowlight.png,low_light,294_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/294_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/294_img__blur.png,blur,294_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/294_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/295_img__blue.png,blue_cast,295_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/295_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/295_img__green.png,green_cast,295_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/295_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/295_img__lowlight.png,low_light,295_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/295_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/295_img__blur.png,blur,295_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/295_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/296_img__blue.png,blue_cast,296_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/296_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/296_img__green.png,green_cast,296_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/296_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/296_img__lowlight.png,low_light,296_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/296_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/296_img__blur.png,blur,296_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/296_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/2977_blue.png,blue_cast,2977.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/2977.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/2977_green.png,green_cast,2977.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/2977.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/2977_lowlight.png,low_light,2977.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/2977.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/2977_blur.png,blur,2977.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/2977.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/298_img__blue.png,blue_cast,298_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/298_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/298_img__green.png,green_cast,298_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/298_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/298_img__lowlight.png,low_light,298_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/298_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/298_img__blur.png,blur,298_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/298_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/299_img__blue.png,blue_cast,299_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/299_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/299_img__green.png,green_cast,299_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/299_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/299_img__lowlight.png,low_light,299_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/299_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/299_img__blur.png,blur,299_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/299_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/29_img__blue.png,blue_cast,29_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/29_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/29_img__green.png,green_cast,29_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/29_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/29_img__lowlight.png,low_light,29_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/29_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/29_img__blur.png,blur,29_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/29_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/2_img__blue.png,blue_cast,2_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/2_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/2_img__green.png,green_cast,2_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/2_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/2_img__lowlight.png,low_light,2_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/2_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/2_img__blur.png,blur,2_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/2_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/3001_blue.png,blue_cast,3001.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3001.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/3001_green.png,green_cast,3001.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3001.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/3001_lowlight.png,low_light,3001.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3001.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/3001_blur.png,blur,3001.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3001.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/300_img__blue.png,blue_cast,300_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/300_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/300_img__green.png,green_cast,300_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/300_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/300_img__lowlight.png,low_light,300_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/300_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/300_img__blur.png,blur,300_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/300_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/3015_blue.png,blue_cast,3015.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3015.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/3015_green.png,green_cast,3015.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3015.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/3015_lowlight.png,low_light,3015.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3015.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/3015_blur.png,blur,3015.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3015.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/301_img__blue.png,blue_cast,301_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/301_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/301_img__green.png,green_cast,301_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/301_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/301_img__lowlight.png,low_light,301_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/301_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/301_img__blur.png,blur,301_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/301_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/302_img__blue.png,blue_cast,302_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/302_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/302_img__green.png,green_cast,302_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/302_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/302_img__lowlight.png,low_light,302_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/302_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/302_img__blur.png,blur,302_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/302_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/303_img__blue.png,blue_cast,303_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/303_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/303_img__green.png,green_cast,303_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/303_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/303_img__lowlight.png,low_light,303_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/303_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/303_img__blur.png,blur,303_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/303_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/304_img__blue.png,blue_cast,304_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/304_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/304_img__green.png,green_cast,304_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/304_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/304_img__lowlight.png,low_light,304_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/304_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/304_img__blur.png,blur,304_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/304_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/305_img__blue.png,blue_cast,305_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/305_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/305_img__green.png,green_cast,305_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/305_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/305_img__lowlight.png,low_light,305_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/305_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/305_img__blur.png,blur,305_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/305_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/306_img__blue.png,blue_cast,306_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/306_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/306_img__green.png,green_cast,306_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/306_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/306_img__lowlight.png,low_light,306_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/306_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/306_img__blur.png,blur,306_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/306_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/307_img__blue.png,blue_cast,307_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/307_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/307_img__green.png,green_cast,307_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/307_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/307_img__lowlight.png,low_light,307_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/307_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/307_img__blur.png,blur,307_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/307_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/30_img__blue.png,blue_cast,30_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/30_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/30_img__green.png,green_cast,30_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/30_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/30_img__lowlight.png,low_light,30_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/30_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/30_img__blur.png,blur,30_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/30_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/31_blue.png,blue_cast,31.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/31.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/31_green.png,green_cast,31.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/31.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/31_lowlight.png,low_light,31.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/31.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/31_blur.png,blur,31.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/31.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/311_img__blue.png,blue_cast,311_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/311_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/311_img__green.png,green_cast,311_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/311_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/311_img__lowlight.png,low_light,311_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/311_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/311_img__blur.png,blur,311_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/311_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/312_img__blue.png,blue_cast,312_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/312_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/312_img__green.png,green_cast,312_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/312_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/312_img__lowlight.png,low_light,312_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/312_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/312_img__blur.png,blur,312_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/312_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/313_img__blue.png,blue_cast,313_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/313_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/313_img__green.png,green_cast,313_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/313_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/313_img__lowlight.png,low_light,313_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/313_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/313_img__blur.png,blur,313_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/313_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/314_img__blue.png,blue_cast,314_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/314_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/314_img__green.png,green_cast,314_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/314_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/314_img__lowlight.png,low_light,314_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/314_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/314_img__blur.png,blur,314_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/314_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/315_img__blue.png,blue_cast,315_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/315_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/315_img__green.png,green_cast,315_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/315_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/315_img__lowlight.png,low_light,315_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/315_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/315_img__blur.png,blur,315_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/315_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/316_img__blue.png,blue_cast,316_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/316_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/316_img__green.png,green_cast,316_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/316_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/316_img__lowlight.png,low_light,316_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/316_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/316_img__blur.png,blur,316_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/316_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/317_img__blue.png,blue_cast,317_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/317_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/317_img__green.png,green_cast,317_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/317_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/317_img__lowlight.png,low_light,317_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/317_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/317_img__blur.png,blur,317_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/317_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/318_img__blue.png,blue_cast,318_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/318_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/318_img__green.png,green_cast,318_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/318_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/318_img__lowlight.png,low_light,318_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/318_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/318_img__blur.png,blur,318_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/318_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/3196_blue.png,blue_cast,3196.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3196.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/3196_green.png,green_cast,3196.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3196.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/3196_lowlight.png,low_light,3196.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3196.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/3196_blur.png,blur,3196.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3196.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/319_img__blue.png,blue_cast,319_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/319_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/319_img__green.png,green_cast,319_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/319_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/319_img__lowlight.png,low_light,319_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/319_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/319_img__blur.png,blur,319_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/319_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/3202_blue.png,blue_cast,3202.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3202.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/3202_green.png,green_cast,3202.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3202.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/3202_lowlight.png,low_light,3202.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3202.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/3202_blur.png,blur,3202.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/3202.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/320_img__blue.png,blue_cast,320_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/320_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/320_img__green.png,green_cast,320_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/320_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/320_img__lowlight.png,low_light,320_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/320_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/320_img__blur.png,blur,320_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/320_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/322_img__blue.png,blue_cast,322_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/322_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/322_img__green.png,green_cast,322_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/322_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/322_img__lowlight.png,low_light,322_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/322_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/322_img__blur.png,blur,322_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/322_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/323_img__blue.png,blue_cast,323_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/323_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/323_img__green.png,green_cast,323_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/323_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/323_img__lowlight.png,low_light,323_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/323_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/323_img__blur.png,blur,323_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/323_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/324_img__blue.png,blue_cast,324_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/324_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/324_img__green.png,green_cast,324_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/324_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/324_img__lowlight.png,low_light,324_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/324_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/324_img__blur.png,blur,324_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/324_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/325_img__blue.png,blue_cast,325_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/325_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/325_img__green.png,green_cast,325_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/325_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/325_img__lowlight.png,low_light,325_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/325_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/325_img__blur.png,blur,325_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/325_img_.png
